source_file,blink_rate,eye_contact_percentage,head_movement_frequency,emotion_stability,emotion_confidence,confidence_label
bhavesh_q4_part1.json,0.7581227436823106,100.0,0.10830324909747294,0.9798657718120806,0.15090621306615717,High
bhavesh_q4_part2.json,1.075268817204301,100.0,0.1075268817204301,1.0,0.16528376340866088,High
devang_q1.json,0.718562874251497,78.0,5.389221556886228,1.0,0.1776091844836871,High
devang_q2.json,0.5263157894736842,88.0,5.526315789473684,1.0,0.16332841277122498,High
devang_q3.json,0.703125,94.0,7.5,0.9865771812080537,0.154662503250714,High
devang_q4.json,0.5309734513274337,100.0,7.831858407079646,0.9731543624161074,0.15731743755085129,High
heet_q1_part1.json,0.752895752895753,68.0,4.2277992277992285,0.9932885906040269,0.15002730611252457,Medium
heet_q2_part1.json,0.5405405405405406,38.0,5.315315315315315,0.9731543624161074,0.15520490777492524,Low
heet_q2_part2.json,0.5247813411078717,88.66666666666667,9.533527696793003,0.8993288590604027,0.147631561383605,High
heet_q3_part1.json,0.6651884700665188,100.0,5.521064301552107,0.9261744966442953,0.14941820372076867,High
heet_q3_part2.json,0.37815126050420167,100.0,7.5,0.9194630872483222,0.14918673322314308,High
heet_q4_part1.json,0.4702194357366771,100.0,10.0,1.0,0.1526830554008484,High
heet_q4_part2.json,0.6603773584905661,90.66666666666666,8.49056603773585,0.9664429530201343,0.1519868304063608,High
khush_q1_part1.json,1.5584415584415583,100.0,0.6818181818181818,0.9865771812080537,0.15462990413452016,High
khush_q1_part2.json,1.3725490196078431,100.0,1.4705882352941178,0.9664429530201343,0.15703852672357949,High
khush_q2_part1.json,1.0909090909090908,100.0,0.36363636363636365,0.9865771812080537,0.15381346889610947,High
khush_q3_part1.json,1.1013986013986015,100.0,6.660839160839161,1.0,0.15008684158325195,High
khush_q4_part1.json,1.0749185667752443,69.33333333333334,3.224755700325733,1.0,0.1638616442680359,Medium
khush_q4_part2.json,1.2745098039215688,100.0,4.509803921568627,1.0,0.15688100079695383,High
krish_q1_part1.json,0.4656319290465632,100.0,0.19955654101995565,1.0,0.1696362714966138,High
krish_q1_part2.json,0.17077798861480076,100.0,0.2846299810246679,1.0,0.1565427338083585,High
krish_q2.json,0.41899441340782123,100.0,0.16759776536312848,1.0,0.15109535157680512,High
krish_q3_part1.json,0.489795918367347,100.0,0.489795918367347,1.0,0.1597955016295115,High
krish_q4_part1.json,0.6194690265486725,100.0,0.9734513274336283,1.0,0.15740720331668853,High
krish_q4_part2.json,0.35714285714285715,100.0,0.8035714285714286,1.0,0.15981104175249736,High
omkar_q1.json,0.9545454545454546,100.0,7.909090909090909,0.9463087248322147,0.15410906408841793,High
omkar_q2_part1.json,1.3636363636363635,100.0,4.675324675324675,1.0,0.1491996834675471,High
omkar_q2_part2.json,1.1688311688311688,96.66666666666667,4.285714285714286,0.9261744966442953,0.15647914129145005,High
omkar_q3_part1.json,1.2980769230769231,100.0,2.5961538461538463,1.0,0.1567606121301651,High
omkar_q3_part2.json,1.1594202898550725,100.0,4.782608695652174,1.0,0.15051812251408894,High
omkar_q4_part1.json,1.2595419847328246,100.0,3.893129770992367,1.0,0.16019769767920175,High
parth_q1_part1.json,0.06564551422319476,100.0,0.525164113785558,1.0,0.1543756573398908,High
parth_q2_part1.json,0.33027522935779813,100.0,1.3761467889908257,1.0,0.16685276379187902,High
parth_q3_part1.json,0.10471204188481674,100.0,1.1518324607329842,1.0,0.14693187614281972,High
parth_q4_part1.json,0.23560209424083772,100.0,2.356020942408377,1.0,0.16494820713996888,High
parth_q4_part2.json,0.07936507936507936,100.0,1.0317460317460319,1.0,0.15449627776940664,High
philip_q1_part1.json,0.0,56.52173913043478,10.0,1.0,0.15506559362014136,Medium
philip_q2_part1.json,0.0,92.06349206349206,9.047619047619047,1.0,0.15899285520353015,High
philip_q2_part2.json,0.48,91.2,10.0,1.0,0.15877507781982422,High
philip_q2_part3.json,0.3726708074534162,84.66666666666667,10.0,1.0,0.1656719175974528,High
philip_q3_part1.json,0.24,81.6,10.0,1.0,0.15199765706062318,High
philip_q3_part2.json,0.24193548387096772,78.2258064516129,10.0,1.0,0.15414687137930624,High
philip_q3_part3.json,0.0,80.0,10.0,0.9758064516129032,0.15563476752293737,High
philip_q3_part4.json,0.46153846153846156,86.92307692307692,10.0,0.9302325581395349,0.15204701730063264,High
philip_q4_part1.json,0.22727272727272727,44.696969696969695,10.0,1.0,0.15650840160070043,Medium
philip_q4_part2.json,0.46511627906976744,64.28571428571429,10.0,1.0,0.16090206009527994,Medium
philip_q4_part3.json,0.989010989010989,53.84615384615385,10.0,1.0,0.16726487743985521,Medium
philip_q4_part4.json,0.989010989010989,82.41758241758241,10.0,0.9888888888888889,0.14863617341408783,High
rudra_q1.json,1.0671936758893281,70.66666666666667,0.7114624505928854,1.0,0.16485467592875164,High
rudra_q2.json,1.4788732394366197,94.0,2.2183098591549295,1.0,0.14987271378437678,High
rudra_q3.json,0.8759124087591241,100.0,7.773722627737227,0.9865771812080537,0.15551573911617542,High
rudra_q4.json,1.4166666666666667,100.0,2.1666666666666665,1.0,0.15629593312740325,High
sikchi_q1_part1.json,0.2127659574468085,100.0,5.177304964539007,1.0,0.16765899260838826,High
sikchi_q2.json,0.6593406593406593,100.0,4.697802197802198,1.0,0.16157365143299102,High
sikchi_q3_part1.json,0.30181086519114686,100.0,8.69215291750503,1.0,0.16859058101971944,High
sikchi_q4_part1.json,0.33088235294117646,100.0,9.154411764705882,0.9597315436241611,0.1478400762592043,High
sikchi_q4_part2.json,0.2222222222222222,100.0,5.0,0.9194630872483222,0.15256298393011092,High
tushar_q1_part1.json,0.855397148676171,36.666666666666664,0.6720977596741344,1.0,0.14926526496807735,Low
tushar_q2_part1.json,0.7741935483870968,34.0,0.1935483870967742,1.0,0.15146849185228348,Low
tushar_q2_part2.json,0.488599348534202,22.666666666666664,1.1726384364820848,1.0,0.14854291568199793,Low
tushar_q3_part1.json,0.8144796380090498,64.66666666666666,2.3755656108597285,0.9932885906040269,0.15573632060647843,Medium
tushar_q3_part2.json,0.4761904761904762,78.66666666666666,1.4285714285714286,1.0,0.15303117593129476,High
tushar_q4_part1.json,1.2,100.0,1.6666666666666667,1.0,0.1583654033144315,High
tushar_q4_part2.json,0.5172413793103449,100.0,0.1724137931034483,1.0,0.1479094202319781,High
vinayak_q1.json,0.851063829787234,100.0,9.893617021276595,0.9798657718120806,0.15163890711772135,High
vinayak_q2.json,0.7171314741035856,100.0,10.0,1.0,0.15403754532337188,High
vinayak_q3.json,0.6870229007633588,70.0,10.0,0.912751677852349,0.14860163611101818,High
vinayak_q4.json,0.5905511811023622,98.0,10.0,1.0,0.1590679163734118,High
vinayakpatil_q1.json,1.0895883777239708,100.0,0.9443099273607748,1.0,0.1510800439119339,High
vinayakpatil_q3_part1.json,1.2080536912751678,100.0,8.590604026845638,1.0,0.1495758514602979,High
vinayakpatil_q3_part2.json,0.40358744394618834,100.0,6.928251121076233,0.9865771812080537,0.15621906196077665,High
vinayakpatil_q3_part3.json,0.8053691275167785,100.0,10.0,1.0,0.17532106121381125,High
vinayakpatil_q3_part4.json,1.0089686098654709,100.0,7.937219730941703,1.0,0.15841311852137246,High
vinayakpatil_q3_part5.json,0.7051282051282052,100.0,9.935897435897436,1.0,0.16574466864267984,High
vinayakpatil_q4_part1.json,0.8053691275167785,100.0,9.194630872483222,1.0,0.1720175219575564,High
vinayakpatil_q4_part2.json,1.0485436893203883,100.0,9.96116504854369,0.9597315436241611,0.15185899353027343,High
